Age,Income,LoanAmount,CreditScore,Married,Education,Gender,Approved
43,389153,52833455,666,No,Graduate,Female,1
42,221904,52839650,388,Yes,Non-Graduate,Female,1
26,287727,52859274,691,No,Graduate,Male,1
42,209073,52963520,347,No,Graduate,Male,0
27,277336,52997688,815,Yes,Graduate,Male,1
50,291020,53005767,615,Yes,Graduate,Female,1
42,394842,53018697,649,Yes,Non-Graduate,Male,1
58,254390,53033853,472,No,Graduate,Female,1
24,378105,53048781,830,No,Graduate,Male,1
33,149553,53065654,701,Yes,Non-Graduate,Female,0
32,235862,53136585,781,No,Non-Graduate,Male,1
42,266301,53151506,817,No,Graduate,Female,1
32,326024,53162025,727,No,Non-Graduate,Male,1
35,198734,53163210,692,No,Graduate,Female,1
47,239707,53181800,787,No,Graduate,Female,1
57,97360,53186805,496,Yes,Graduate,Male,0
53,276008,53191958,748,Yes,Non-Graduate,Male,1
27,74675,53192066,522,No,Graduate,Male,0
44,293958,53235361,375,No,Non-Graduate,Male,1
36,218910,53301180,490,No,Non-Graduate,Female,1
28,77786,53322506,644,Yes,Graduate,Female,0
29,306073,53336683,535,No,Non-Graduate,Female,1
34,35896,53377513,476,No,Graduate,Female,0
37,61708,53390206,364,No,Graduate,Female,0
53,210944,53431457,553,No,Graduate,Male,1
29,219757,53438398,529,Yes,Non-Graduate,Male,1
32,166692,53462495,773,Yes,Graduate,Male,1
47,399739,53489392,386,No,Non-Graduate,Male,1
57,105936,53492022,459,Yes,Non-Graduate,Male,0
38,224354,53530939,641,Yes,Graduate,Female,1
57,215889,53553822,825,No,Graduate,Female,1
32,137776,53557182,584,Yes,Non-Graduate,Female,1
22,85679,53573013,434,No,Graduate,Male,0
50,258185,53691949,300,No,Graduate,Male,1
23,71033,53711063,394,Yes,Graduate,Female,0
43,392926,53734037,547,Yes,Non-Graduate,Male,1
49,81597,53735405,361,Yes,Graduate,Male,0
63,198371,53735718,621,Yes,Graduate,Female,1
64,232235,53748081,833,Yes,Graduate,Female,1
32,350825,53799980,350,Yes,Graduate,Female,1
46,372621,53801192,482,Yes,Graduate,Female,1
31,398232,53847967,429,No,Graduate,Female,0
57,281879,53912842,372,Yes,Graduate,Female,1
37,280464,53944667,739,Yes,Non-Graduate,Female,1
24,388876,53965335,478,Yes,Non-Graduate,Male,1
55,145851,53967955,348,No,Non-Graduate,Female,1
58,339658,53972745,359,No,Graduate,Female,1
21,93741,53984651,551,Yes,Graduate,Male,0
27,192106,53994109,755,Yes,Graduate,Male,1
21,198986,54002528,430,Yes,Non-Graduate,Female,1
56,178253,54007927,343,No,Non-Graduate,Female,0
35,159379,54024444,628,Yes,Graduate,Female,1
42,159471,54051972,733,Yes,Non-Graduate,Female,1
45,67645,54056176,559,No,Graduate,Female,0
53,41398,54057447,606,No,Graduate,Female,0
44,187610,54066082,806,No,Graduate,Female,0
63,166320,54087619,816,Yes,Non-Graduate,Female,0
39,247966,54097798,488,No,Graduate,Male,0
50,339064,54099302,434,No,Non-Graduate,Male,1
56,109876,54105280,623,No,Non-Graduate,Male,0
31,258441,54106258,466,Yes,Non-Graduate,Female,1
46,249304,54113062,350,No,Graduate,Female,0
40,234183,54121052,416,No,Graduate,Male,0
54,31569,54148275,412,No,Graduate,Female,0
25,291604,54162378,671,No,Graduate,Female,1
54,397864,54198045,783,Yes,Non-Graduate,Male,1
41,210707,54204613,589,No,Non-Graduate,Male,1
44,22462,54246488,847,No,Non-Graduate,Female,1
27,161355,54260094,443,Yes,Non-Graduate,Male,0
48,247402,54267061,797,Yes,Graduate,Female,1
62,187809,54268013,343,No,Non-Graduate,Male,0
57,168866,54270949,627,Yes,Graduate,Male,1
64,365973,54276388,798,No,Non-Graduate,Male,1
52,228030,54283279,401,No,Non-Graduate,Female,1
57,375808,54300553,329,No,Graduate,Female,1
32,148180,54311059,535,No,Non-Graduate,Female,0
60,293667,54312831,696,Yes,Non-Graduate,Female,1
60,171285,54322696,698,Yes,Graduate,Female,1
52,52069,54352321,464,No,Graduate,Female,0
63,235838,54356324,694,Yes,Non-Graduate,Male,0
34,127573,54359411,633,Yes,Non-Graduate,Male,0
51,345374,54361137,534,No,Graduate,Male,1
29,42995,54383330,557,Yes,Graduate,Male,1
64,303466,54401651,844,Yes,Non-Graduate,Male,1
57,53892,54408860,538,No,Non-Graduate,Female,0
61,324863,54525742,778,Yes,Graduate,Male,1
56,389430,54527375,543,Yes,Non-Graduate,Female,1
21,317584,54545747,320,No,Non-Graduate,Female,1
28,22159,54564786,578,Yes,Non-Graduate,Male,0
46,381445,54568308,538,Yes,Graduate,Male,1
41,179413,54572032,488,Yes,Graduate,Female,0
57,39787,54591698,739,Yes,Non-Graduate,Female,0
54,221224,54604211,449,Yes,Graduate,Female,1
37,389653,54604952,325,No,Graduate,Female,1
31,68380,54619052,494,No,Non-Graduate,Female,0
33,295419,54620287,780,Yes,Non-Graduate,Male,1
25,20882,54660878,695,No,Graduate,Male,0
39,135819,54670622,517,No,Graduate,Female,0
33,130494,54692499,826,No,Non-Graduate,Female,1
31,366293,54770408,630,No,Non-Graduate,Male,1
50,113078,54777376,515,No,Graduate,Male,0
28,115310,54785386,778,Yes,Graduate,Male,1
40,278490,54785927,790,No,Non-Graduate,Male,1
30,97994,54798653,826,Yes,Non-Graduate,Female,1
34,84926,54823326,825,No,Non-Graduate,Male,1
37,164258,54826383,750,No,Graduate,Male,1
28,266983,54832389,545,Yes,Graduate,Female,1
63,313132,54836093,409,Yes,Non-Graduate,Female,1
58,230515,54837081,842,Yes,Non-Graduate,Male,1
47,394048,54897961,726,No,Non-Graduate,Female,1
64,324169,54935225,581,No,Non-Graduate,Female,1
34,219899,54941379,501,No,Non-Graduate,Male,1
25,135260,54981496,726,No,Non-Graduate,Male,1
62,23358,55000662,380,Yes,Graduate,Female,0
63,54160,55018850,442,Yes,Non-Graduate,Female,0
62,31049,55021666,524,No,Graduate,Male,1
43,350515,55026291,324,Yes,Graduate,Female,1
22,183522,55031235,848,Yes,Non-Graduate,Male,1
43,316794,55061355,460,No,Graduate,Female,1
55,151049,55076980,554,Yes,Graduate,Male,0
61,41360,55080845,318,Yes,Non-Graduate,Male,0
22,258515,55091591,581,No,Graduate,Female,1
61,346944,55110262,632,No,Graduate,Female,1
28,392448,55114480,359,Yes,Non-Graduate,Female,1
24,51625,55127261,674,No,Graduate,Female,0
51,315685,55147733,755,No,Graduate,Female,1
62,221682,55156622,300,No,Graduate,Male,1
63,161691,55166923,546,No,Graduate,Female,0
60,150697,55172316,455,Yes,Non-Graduate,Male,0
29,138922,55203995,406,No,Non-Graduate,Male,1
61,308642,55217084,384,No,Non-Graduate,Female,1
54,266864,55218971,367,No,Non-Graduate,Female,1
55,42504,55240489,480,No,Non-Graduate,Female,0
37,73218,55253320,335,No,Non-Graduate,Male,0
25,161835,55293945,477,No,Graduate,Male,1
49,79222,55298809,612,No,Non-Graduate,Female,0
61,296863,55307088,315,Yes,Non-Graduate,Male,1
46,338174,55320468,385,Yes,Graduate,Female,1
42,143777,55328087,568,No,Graduate,Male,1
48,245825,55332192,498,No,Graduate,Female,1
56,368928,55342984,464,No,Non-Graduate,Male,1
60,375266,55393350,743,No,Non-Graduate,Male,1
39,327345,55396027,333,Yes,Non-Graduate,Female,1
31,60088,55408763,470,Yes,Graduate,Female,0
59,243068,55493594,513,Yes,Non-Graduate,Female,1
64,347275,55519228,534,Yes,Non-Graduate,Female,1
60,247203,55542199,453,No,Non-Graduate,Male,0
21,351612,55544401,520,Yes,Graduate,Male,1
49,51673,55546017,344,No,Graduate,Male,0
42,117367,55553184,443,Yes,Non-Graduate,Male,1
27,208069,55557432,647,Yes,Graduate,Female,1
40,42499,55559623,325,Yes,Non-Graduate,Female,0
58,46270,55583977,636,No,Graduate,Female,0
43,149344,55625019,434,Yes,Non-Graduate,Male,1
42,57493,55639132,425,No,Non-Graduate,Male,0
45,350613,55652473,435,Yes,Non-Graduate,Female,1
39,181215,55665588,811,No,Graduate,Female,1
57,237033,55711663,561,No,Graduate,Female,1
43,119250,55713096,798,No,Non-Graduate,Female,1
57,109326,55713922,592,No,Graduate,Male,0
42,348821,55758445,634,Yes,Graduate,Female,1
29,331256,55814235,678,Yes,Graduate,Male,1
35,348569,55839843,464,No,Graduate,Male,1
35,352548,55841333,691,Yes,Non-Graduate,Male,1
29,355949,55848946,517,No,Graduate,Male,1
30,221893,55858477,301,No,Graduate,Female,0
48,186969,55858911,598,Yes,Graduate,Female,1
41,302260,55875043,457,No,Graduate,Male,1
53,77174,55888459,337,No,Non-Graduate,Male,0
41,113286,55931400,585,Yes,Non-Graduate,Male,1
48,343836,55955552,564,No,Graduate,Female,1
29,74943,55956635,522,Yes,Graduate,Male,0
23,232792,55976960,485,Yes,Graduate,Female,1
38,261099,55992645,567,No,Non-Graduate,Male,1
27,246817,55999955,326,No,Graduate,Female,0
62,96478,56001496,445,No,Non-Graduate,Male,0
21,239188,56017567,355,Yes,Non-Graduate,Male,0
51,125723,56032560,373,Yes,Graduate,Male,0
64,174422,56057222,405,Yes,Non-Graduate,Female,0
28,49320,56074100,737,Yes,Graduate,Male,0
39,124647,56078615,695,No,Non-Graduate,Male,1
28,252366,56142764,498,No,Non-Graduate,Female,1
59,357935,56143999,753,Yes,Graduate,Female,1
30,349061,56173266,564,Yes,Non-Graduate,Female,1
60,332021,56173407,468,No,Graduate,Male,1
60,125386,56176212,503,No,Graduate,Female,0
26,373548,56193009,475,No,Non-Graduate,Male,1
29,389802,56196156,767,No,Non-Graduate,Female,1
55,285785,56198889,811,Yes,Graduate,Female,1
26,264172,56219323,586,Yes,Non-Graduate,Male,1
50,276210,56239779,686,No,Graduate,Male,1
37,218767,56242827,679,No,Non-Graduate,Male,1
22,156149,56248160,445,Yes,Graduate,Female,1
21,36932,56266961,406,No,Graduate,Female,0
29,162429,56301424,475,Yes,Graduate,Female,0
38,182434,56315369,397,No,Non-Graduate,Male,1
28,132743,56316198,551,No,Graduate,Female,0
27,180371,56324654,603,No,Non-Graduate,Male,1
28,379147,56344388,578,Yes,Graduate,Male,1
57,207535,56366235,508,Yes,Graduate,Male,0
49,245959,56373938,832,Yes,Graduate,Female,1
26,246486,56416173,805,No,Graduate,Female,1
28,230494,56417418,748,Yes,Non-Graduate,Female,1
43,217223,56421070,765,No,Graduate,Male,1
31,366505,56425658,424,No,Non-Graduate,Female,1
38,38157,56426204,603,No,Non-Graduate,Female,0
28,178177,56436547,537,No,Graduate,Male,0
47,107154,56452312,316,No,Graduate,Female,0
26,163314,56473786,476,Yes,Graduate,Female,0
36,161439,56488333,545,Yes,Non-Graduate,Female,1
59,343228,56511670,558,Yes,Non-Graduate,Female,1
58,96290,56540628,470,No,Non-Graduate,Female,0
26,27642,56574137,714,No,Graduate,Female,0
55,351999,56574794,379,No,Non-Graduate,Male,1
53,188678,56580915,624,Yes,Graduate,Female,1
41,260037,56649013,633,Yes,Non-Graduate,Female,1
56,223990,56660417,435,Yes,Graduate,Male,1
33,282431,56729600,637,No,Non-Graduate,Male,1
52,117459,56735086,448,No,Graduate,Female,0
22,59346,56743039,557,Yes,Graduate,Female,0
55,25695,56752223,794,No,Graduate,Female,0
64,319045,56771160,471,Yes,Graduate,Female,1
55,70508,56789374,524,No,Non-Graduate,Male,0
28,370052,56841364,340,Yes,Non-Graduate,Female,1
56,100771,56869243,797,No,Graduate,Female,0
60,347210,56880756,447,Yes,Graduate,Male,1
41,58134,56896493,565,Yes,Non-Graduate,Male,1
47,352553,56899249,391,Yes,Non-Graduate,Male,1
32,232986,56901878,797,No,Graduate,Male,1
61,82785,56955537,374,No,Graduate,Male,0
55,43777,56977191,460,Yes,Non-Graduate,Female,0
48,361116,56984237,782,Yes,Non-Graduate,Male,1
31,133096,56990177,755,Yes,Graduate,Male,1
57,159861,57027965,433,No,Graduate,Female,0
57,120706,57045210,323,Yes,Non-Graduate,Female,0
56,320242,57052718,583,Yes,Graduate,Male,1
40,260617,57069478,592,No,Non-Graduate,Male,1
57,316124,57069545,430,Yes,Non-Graduate,Male,0
41,275733,57165773,568,Yes,Graduate,Female,0
32,25666,57191150,361,No,Non-Graduate,Male,0
32,177883,57210194,589,Yes,Non-Graduate,Female,1
28,68037,57219134,737,No,Graduate,Male,0
52,222278,57250646,503,Yes,Non-Graduate,Female,1
27,244699,57256535,836,No,Non-Graduate,Female,1
24,153058,57312394,784,Yes,Graduate,Female,1
51,145695,57354497,780,Yes,Non-Graduate,Male,1
53,61743,57396147,605,Yes,Non-Graduate,Male,0
47,299100,57406306,638,Yes,Graduate,Male,1
29,23771,57440782,713,No,Graduate,Male,0
49,363243,57470491,478,Yes,Graduate,Male,1
38,327980,57479411,475,No,Graduate,Female,1
46,396356,57493463,392,No,Non-Graduate,Female,1
55,131023,57498951,740,Yes,Non-Graduate,Male,1
39,209973,57520208,627,Yes,Non-Graduate,Female,1
32,31539,57578240,488,Yes,Graduate,Female,0
40,148041,57594089,427,No,Non-Graduate,Female,0
56,271839,57610704,789,Yes,Graduate,Male,1
23,152659,57617929,535,Yes,Graduate,Male,1
56,175049,57661007,386,No,Non-Graduate,Male,0
48,48930,57693884,673,Yes,Non-Graduate,Female,0
45,127449,57708477,358,Yes,Non-Graduate,Female,0
49,108422,57710728,690,Yes,Non-Graduate,Female,1
52,361609,57740160,451,Yes,Non-Graduate,Male,1
30,69156,57747030,794,Yes,Graduate,Female,0
58,311975,57799099,686,Yes,Graduate,Male,1
61,105990,57799795,705,Yes,Graduate,Female,0
37,78453,57807087,588,Yes,Graduate,Male,1
32,101463,57841103,324,Yes,Non-Graduate,Female,0
47,209933,57878029,586,No,Non-Graduate,Male,1
37,273890,57903809,340,Yes,Graduate,Male,0
50,136944,57934091,561,Yes,Non-Graduate,Male,0
50,225827,57940146,396,No,Graduate,Male,0
44,325126,57957555,478,No,Graduate,Male,1
33,198296,57964168,823,No,Graduate,Female,1
36,356399,57983294,672,No,Non-Graduate,Male,1
48,83248,57998223,723,Yes,Non-Graduate,Male,0
24,285470,58022770,731,Yes,Graduate,Female,1
45,141635,58028554,426,Yes,Non-Graduate,Male,0
42,392673,58040460,653,No,Graduate,Female,1
43,317915,58063645,504,No,Graduate,Female,1
52,378902,58066226,822,Yes,Graduate,Male,1
23,157046,58071043,832,Yes,Non-Graduate,Male,1
60,178698,58092429,757,Yes,Non-Graduate,Male,1
49,94231,58125808,553,No,Graduate,Male,0
59,96425,58166289,833,Yes,Non-Graduate,Male,1
43,358585,58179884,450,Yes,Non-Graduate,Female,1
27,41576,58197154,437,No,Non-Graduate,Male,0
31,35791,58210099,628,Yes,Graduate,Male,0
29,315135,58211989,559,Yes,Non-Graduate,Female,0
37,138724,58224798,581,Yes,Graduate,Male,0
37,153922,58339429,762,Yes,Non-Graduate,Female,1
60,279636,58355972,720,Yes,Non-Graduate,Male,1
35,229417,58359503,501,No,Non-Graduate,Male,1
33,334368,58375555,483,Yes,Graduate,Male,1
58,160319,58421498,611,No,Non-Graduate,Male,0
55,220462,58434716,764,No,Non-Graduate,Male,1
33,296452,58444940,584,No,Graduate,Male,1
62,274730,58448232,736,Yes,Graduate,Male,1
40,325761,58466545,687,No,Graduate,Female,1
45,223462,58469326,659,No,Non-Graduate,Female,1
27,166025,58487266,506,No,Non-Graduate,Male,0
64,349457,58488657,399,No,Graduate,Female,1
29,387729,58509047,611,No,Graduate,Female,1
23,104698,58511463,517,Yes,Graduate,Female,0
34,250063,58554788,327,Yes,Graduate,Male,1
53,301373,58557632,477,Yes,Graduate,Female,1
59,23729,58560264,477,Yes,Non-Graduate,Female,0
62,59148,58564917,730,Yes,Graduate,Male,1
30,183996,58578491,496,No,Non-Graduate,Male,1
45,206443,58592691,531,No,Graduate,Male,0
42,61081,58595728,407,Yes,Graduate,Male,0
34,32879,58598216,592,Yes,Graduate,Female,1
39,314472,58604823,728,No,Graduate,Male,1
52,254941,58647178,768,Yes,Graduate,Male,1
55,248584,58676398,539,No,Graduate,Male,0
52,287598,58697812,849,Yes,Non-Graduate,Male,1
42,302146,58734950,456,Yes,Non-Graduate,Female,1
57,378588,58737655,354,Yes,Non-Graduate,Male,1
64,322259,58770015,523,No,Non-Graduate,Male,1
43,43331,58802475,847,No,Non-Graduate,Male,0
62,81360,58814362,626,Yes,Graduate,Female,0
24,273765,58821921,437,No,Non-Graduate,Male,1
31,361876,58864863,440,Yes,Graduate,Female,1
61,391852,58866053,645,Yes,Non-Graduate,Female,1
52,53324,58867661,344,No,Graduate,Female,0
46,276323,58870945,627,Yes,Non-Graduate,Male,1
51,249087,58925684,447,No,Non-Graduate,Female,1
53,52152,58935418,528,Yes,Graduate,Male,0
49,323391,58936640,589,Yes,Graduate,Male,1
64,151827,58963485,762,No,Non-Graduate,Male,1
56,180355,58993224,302,Yes,Non-Graduate,Female,0
28,337942,58993612,403,No,Graduate,Female,1
42,302533,59002457,461,No,Graduate,Male,1
62,197926,59022055,600,Yes,Non-Graduate,Female,0
52,273579,59067344,340,Yes,Non-Graduate,Female,0
37,58409,59089827,613,No,Non-Graduate,Female,0
42,92255,59123032,560,No,Graduate,Male,1
46,96436,59251983,594,No,Graduate,Female,0
42,243032,59306651,445,No,Graduate,Female,1
36,231463,59329479,601,Yes,Non-Graduate,Male,0
43,302579,59358171,543,Yes,Non-Graduate,Female,1
57,110925,59376308,387,Yes,Non-Graduate,Female,1
60,112850,59378823,460,No,Graduate,Female,0
35,143769,59404758,631,No,Graduate,Male,0
39,358877,59438285,665,No,Graduate,Male,1
40,235503,59447423,832,No,Graduate,Male,1
56,47856,59463134,673,No,Non-Graduate,Male,0
23,370532,59501725,578,No,Non-Graduate,Male,1
47,227348,59533339,476,No,Graduate,Male,1
54,61269,59554612,685,Yes,Graduate,Male,0
36,128721,59563486,680,No,Graduate,Female,0
22,201789,59606260,823,Yes,Graduate,Male,1
41,286186,59625574,592,No,Non-Graduate,Male,1
33,232803,59678870,437,Yes,Graduate,Female,1
39,93290,59694467,718,No,Graduate,Female,0
39,22795,59720426,417,Yes,Non-Graduate,Female,0
45,85439,59721376,321,Yes,Non-Graduate,Male,0
47,78959,59733895,469,Yes,Non-Graduate,Male,0
26,105395,59735776,366,Yes,Graduate,Male,0
40,101171,59742970,687,Yes,Graduate,Male,0
31,306542,59754702,519,Yes,Non-Graduate,Female,1
38,126170,59808818,439,No,Non-Graduate,Female,0
36,224827,59839093,412,No,Graduate,Female,1
31,329963,59874256,575,Yes,Non-Graduate,Male,1
63,309532,59893192,475,No,Graduate,Male,1
47,366870,59907213,748,Yes,Non-Graduate,Male,1
45,199845,59911853,396,Yes,Graduate,Male,0
59,118970,59920590,454,No,Graduate,Female,1
22,270231,59940469,315,No,Graduate,Female,1
26,85584,59963934,427,No,Non-Graduate,Female,0
57,59041,59966920,418,Yes,Graduate,Female,0
26,87560,59967343,837,Yes,Non-Graduate,Male,1
26,184909,59971421,388,Yes,Graduate,Male,0
30,38847,59974178,403,Yes,Non-Graduate,Female,0
28,155639,59981478,809,Yes,Graduate,Female,1
21,368292,59996033,476,Yes,Non-Graduate,Male,1
31,61505,60025385,807,Yes,Non-Graduate,Female,1
46,383169,60046717,537,Yes,Graduate,Male,1
58,66246,60054703,451,No,Graduate,Male,1
52,100141,60122120,800,Yes,Graduate,Male,1
30,37241,60156616,589,Yes,Non-Graduate,Female,0
26,181050,60178854,769,Yes,Non-Graduate,Female,1
63,371441,60185171,721,No,Graduate,Female,1
51,31984,60194379,744,Yes,Non-Graduate,Female,0
43,377776,60194714,611,No,Graduate,Male,1
54,62137,60206331,629,No,Graduate,Female,0
23,341169,60221732,341,Yes,Graduate,Female,1
51,97095,60235623,820,Yes,Graduate,Female,0
63,331256,60271917,339,Yes,Non-Graduate,Male,1
64,66015,60289540,777,No,Non-Graduate,Male,1
38,261532,60297687,468,No,Non-Graduate,Female,1
25,164587,60320982,682,No,Non-Graduate,Female,1
41,100730,60341499,841,No,Non-Graduate,Female,1
64,333559,60397647,417,No,Graduate,Male,0
62,80038,60411319,737,No,Non-Graduate,Male,0
32,35540,60438621,719,No,Non-Graduate,Female,0
42,381756,60481690,437,No,Non-Graduate,Female,1
64,52930,60486120,801,No,Non-Graduate,Female,0
61,262934,60497347,345,Yes,Non-Graduate,Male,1
53,151870,60506281,515,Yes,Graduate,Female,0
50,275719,60531086,314,No,Graduate,Female,1
27,272356,60538967,767,No,Graduate,Female,1
33,311043,60583085,777,Yes,Graduate,Male,1
23,370002,60593869,727,Yes,Graduate,Female,1
27,145580,60615261,364,Yes,Graduate,Male,0
37,22431,60624215,315,No,Graduate,Male,0
29,327268,60643142,383,No,Non-Graduate,Female,1
61,245121,60652153,570,Yes,Graduate,Male,0
34,311075,60663149,762,Yes,Non-Graduate,Male,1
39,344368,60700177,563,Yes,Graduate,Female,1
60,199736,60736516,640,Yes,Non-Graduate,Male,0
60,158439,60737347,664,Yes,Graduate,Female,0
26,299349,60759918,472,Yes,Non-Graduate,Female,1
32,317651,60806160,620,Yes,Graduate,Male,1
60,244793,60826795,535,No,Graduate,Female,1
26,31781,60857125,744,No,Non-Graduate,Female,0
22,88359,60889244,553,Yes,Graduate,Female,1
26,395897,60951388,791,No,Non-Graduate,Male,1
38,167214,60976741,427,Yes,Graduate,Male,1
30,126538,61006888,673,No,Non-Graduate,Female,1
48,226063,61007802,472,Yes,Non-Graduate,Female,1
64,258502,61027296,633,No,Graduate,Female,0
24,119468,61031630,318,No,Non-Graduate,Female,0
34,207279,61038692,704,Yes,Graduate,Male,1
46,335661,61049730,813,Yes,Graduate,Female,1
23,158454,61051997,843,Yes,Non-Graduate,Male,1
58,123863,61057093,498,No,Graduate,Female,1
54,137996,61117292,513,No,Graduate,Female,0
51,178785,61155493,319,No,Non-Graduate,Female,1
58,322756,61177842,352,Yes,Non-Graduate,Male,1
61,260011,61180759,641,No,Graduate,Female,1
56,338774,61188493,771,No,Graduate,Male,1
55,356606,61237669,324,No,Graduate,Male,1
44,212147,61264178,409,No,Non-Graduate,Female,1
57,308350,61268617,414,Yes,Non-Graduate,Female,1
32,131576,61273884,326,No,Non-Graduate,Male,1
61,106373,61279940,549,Yes,Graduate,Male,0
47,315929,61283703,745,No,Graduate,Female,0
36,329143,61299177,327,No,Graduate,Female,1
36,291487,61312485,316,Yes,Graduate,Male,0
56,155996,61329180,600,Yes,Graduate,Female,0
58,143076,61343812,541,No,Graduate,Male,0
47,245413,61387257,322,No,Graduate,Male,1
53,267997,61404947,656,Yes,Non-Graduate,Female,1
59,277831,61413808,587,Yes,Non-Graduate,Male,1
63,393704,61441741,581,Yes,Graduate,Male,1
25,147870,61458594,496,Yes,Non-Graduate,Female,1
52,69832,61472622,330,No,Graduate,Male,0
39,229074,61508622,660,Yes,Non-Graduate,Male,1
60,247467,61531116,560,Yes,Graduate,Male,1
54,319488,61546101,668,Yes,Non-Graduate,Male,1
57,181792,61564759,672,Yes,Graduate,Female,1
26,119244,61652585,589,Yes,Graduate,Male,0
35,126748,61679148,602,No,Non-Graduate,Female,0
60,329742,61720132,421,Yes,Non-Graduate,Female,1
64,45279,61724580,306,Yes,Graduate,Male,0
28,95542,61743080,513,Yes,Graduate,Female,0
61,221239,61772654,487,Yes,Non-Graduate,Female,1
48,382100,61785706,506,Yes,Graduate,Female,1
24,380444,61799185,492,Yes,Non-Graduate,Female,1
54,25577,61807421,681,No,Non-Graduate,Female,0
22,162482,61828606,529,No,Non-Graduate,Male,1
23,23317,61835113,568,Yes,Graduate,Female,0
57,307360,61870539,589,No,Non-Graduate,Female,1
36,227226,61872731,403,Yes,Non-Graduate,Female,1
60,256981,61874145,696,No,Graduate,Male,1
58,260346,61875999,380,Yes,Graduate,Female,1
42,229884,61940813,758,No,Non-Graduate,Female,1
21,136220,61975356,685,Yes,Graduate,Male,1
45,214549,62038341,510,No,Graduate,Female,1
52,208674,62060270,327,Yes,Graduate,Female,1
42,47909,62085469,484,Yes,Graduate,Male,0
34,88653,62111587,703,No,Non-Graduate,Female,1
47,291731,62129285,435,Yes,Non-Graduate,Female,1
30,20654,62146612,847,No,Non-Graduate,Female,0
46,157925,62160915,840,No,Non-Graduate,Female,1
40,99569,62186709,740,No,Graduate,Male,1
51,394472,62199583,695,No,Non-Graduate,Female,1
21,113246,62275006,624,Yes,Graduate,Male,0
44,268003,62294302,835,Yes,Non-Graduate,Female,0
63,334493,62299191,583,No,Non-Graduate,Female,1
40,277831,62331193,540,No,Non-Graduate,Female,1
52,196111,62351865,552,Yes,Non-Graduate,Male,1
28,205782,62365448,383,Yes,Graduate,Female,1
38,125468,62374649,461,No,Graduate,Female,0
25,347138,62402732,747,Yes,Graduate,Male,1
59,107593,62433631,616,No,Graduate,Female,1
58,316213,62444790,457,Yes,Non-Graduate,Female,1
51,197577,62456058,398,Yes,Graduate,Female,0
31,87194,62456504,844,Yes,Graduate,Male,0
42,73175,62466830,815,No,Graduate,Female,1
49,104363,62475051,619,No,Graduate,Male,1
38,108887,62485820,565,Yes,Non-Graduate,Female,0
33,53477,62516143,371,Yes,Non-Graduate,Male,0
25,357766,62550929,682,Yes,Non-Graduate,Male,1
42,155705,62592486,538,Yes,Non-Graduate,Male,0
54,104719,62599364,447,No,Non-Graduate,Male,0
32,380971,62616357,421,Yes,Graduate,Male,1
64,369903,62621642,404,Yes,Graduate,Female,1
55,102464,62644238,386,No,Non-Graduate,Female,0
35,378511,62667162,718,Yes,Graduate,Female,1
32,343864,62704139,436,No,Graduate,Male,1
34,227158,62704433,655,No,Non-Graduate,Male,1
34,256907,62716720,635,No,Graduate,Female,1
62,117927,62765985,351,No,Non-Graduate,Male,0
59,392339,62770370,832,Yes,Graduate,Female,1
36,389792,62812165,433,No,Graduate,Male,1
41,391780,62816935,648,Yes,Non-Graduate,Female,1
45,227397,62833564,735,Yes,Non-Graduate,Female,1
47,80282,62897188,839,No,Graduate,Female,0
31,203804,62903670,391,No,Graduate,Female,1
41,64041,62907108,799,Yes,Non-Graduate,Female,0
30,45739,62915267,773,No,Non-Graduate,Female,1
39,78741,62916336,542,Yes,Graduate,Male,0
22,230448,62929136,704,Yes,Graduate,Female,1
45,209637,62939193,749,No,Graduate,Male,1
55,257268,62942278,371,Yes,Non-Graduate,Female,1
33,296923,62963135,533,Yes,Non-Graduate,Male,1
55,327124,62966282,470,No,Graduate,Male,1
42,310180,62987706,603,No,Non-Graduate,Male,1
29,287291,62992807,707,No,Non-Graduate,Female,1
59,59553,63015130,468,Yes,Non-Graduate,Male,0
52,359386,63024156,650,Yes,Non-Graduate,Female,1
30,233083,63044454,395,Yes,Graduate,Male,1
21,284080,63072742,665,Yes,Graduate,Male,1
52,355513,63091963,448,Yes,Non-Graduate,Female,1
60,368483,63124108,671,No,Non-Graduate,Male,1
40,124127,63144935,660,Yes,Graduate,Male,0
53,237516,63233004,632,No,Non-Graduate,Female,1
43,349760,63234359,541,Yes,Non-Graduate,Male,1
58,216544,63236994,331,Yes,Non-Graduate,Female,1
31,219121,63252168,690,Yes,Graduate,Female,1
46,382958,63341266,662,Yes,Non-Graduate,Male,1
53,370218,63393528,829,No,Graduate,Female,1
46,248892,63455552,714,No,Non-Graduate,Male,0
34,189357,63466046,696,No,Non-Graduate,Male,1
31,137333,63469004,443,No,Non-Graduate,Male,0
30,201303,63469489,709,No,Non-Graduate,Male,1
35,233299,63477518,555,Yes,Graduate,Male,1
64,77175,63509569,359,Yes,Non-Graduate,Female,0
64,223460,63540320,690,Yes,Non-Graduate,Male,1
45,317073,63575220,496,No,Non-Graduate,Male,1
49,229124,63613569,365,No,Graduate,Female,1
37,99553,63634979,388,No,Graduate,Female,0
48,132313,63642143,661,Yes,Non-Graduate,Male,1
30,287842,63645635,734,No,Graduate,Male,1
22,59255,63655080,323,Yes,Graduate,Female,0
37,69420,63657867,484,No,Non-Graduate,Female,0
